Field Name,Value
variants.variant.36.leaving,0
variants.variant.37.code,1033040164
variants.variant.37.recommended_retail_price,4.50
variants.variant.37.recommended_retail_price_brutto,5.65
variants.variant.37.wholesale_price,
variants.variant.37.discount,0.00
variants.variant.37.vat,25.50
variants.variant.37.currency,EUR
variants.variant.37.color,40
variants.variant.37.hexcolors.hexcolor,#e2002e
variants.variant.37.color_name,Red
variants.variant.37.size,164
variants.variant.37.available,50-100
variants.variant.37.free_stock,64
variants.variant.37.incoming,0
variants.variant.37.mfstock,2736
variants.variant.37.outlet_discount_percent,
variants.variant.37.leaving,0
variants.variant.38.code,1033044104
variants.variant.38.recommended_retail_price,4.50
variants.variant.38.recommended_retail_price_brutto,5.65
variants.variant.38.wholesale_price,
variants.variant.38.discount,0.00
variants.variant.38.vat,25.50
variants.variant.38.currency,EUR
variants.variant.38.color,44
variants.variant.38.hexcolors.hexcolor,#f46c22
variants.variant.38.color_name,Orange
variants.variant.38.size,104
variants.variant.38.available,0
variants.variant.38.free_stock,0
variants.variant.38.incoming,0
variants.variant.38.mfstock,1080
variants.variant.38.outlet_discount_percent,
variants.variant.38.leaving,0
variants.variant.39.code,1033044116
variants.variant.39.recommended_retail_price,4.50
variants.variant.39.recommended_retail_price_brutto,5.65
variants.variant.39.wholesale_price,
variants.variant.39.discount,0.00
variants.variant.39.vat,25.50
variants.variant.39.currency,EUR
variants.variant.39.color,44
variants.variant.39.hexcolors.hexcolor,#f46c22
variants.variant.39.color_name,Orange
variants.variant.39.size,116
variants.variant.39.available,< 10
variants.variant.39.free_stock,3
variants.variant.39.incoming,0
variants.variant.39.mfstock,2376
variants.variant.39.outlet_discount_percent,
variants.variant.39.leaving,0
variants.variant.40.code,1033044128
variants.variant.40.recommended_retail_price,4.50
variants.variant.40.recommended_retail_price_brutto,5.65
variants.variant.40.wholesale_price,
variants.variant.40.discount,0.00
variants.variant.40.vat,25.50
variants.variant.40.currency,EUR
variants.variant.40.color,44
variants.variant.40.hexcolors.hexcolor,#f46c22
variants.variant.40.color_name,Orange
variants.variant.40.size,128
variants.variant.40.available,10-50
variants.variant.40.free_stock,30
variants.variant.40.incoming,0
variants.variant.40.mfstock,4752
variants.variant.40.outlet_discount_percent,
variants.variant.40.leaving,0
variants.variant.41.code,1033044140
variants.variant.41.recommended_retail_price,4.50
variants.variant.41.recommended_retail_price_brutto,5.65
variants.variant.41.wholesale_price,
variants.variant.41.discount,0.00
variants.variant.41.vat,25.50
variants.variant.41.currency,EUR
variants.variant.41.color,44
variants.variant.41.hexcolors.hexcolor,#f46c22
variants.variant.41.color_name,Orange
variants.variant.41.size,140
variants.variant.41.available,50-100
variants.variant.41.free_stock,63
variants.variant.41.incoming,0
variants.variant.41.mfstock,3132
variants.variant.41.outlet_discount_percent,
variants.variant.41.leaving,0
variants.variant.42.code,1033044152
variants.variant.42.recommended_retail_price,4.50
variants.variant.42.recommended_retail_price_brutto,5.65
variants.variant.42.wholesale_price,
variants.variant.42.discount,0.00
variants.variant.42.vat,25.50
variants.variant.42.currency,EUR
variants.variant.42.color,44
variants.variant.42.hexcolors.hexcolor,#f46c22
variants.variant.42.color_name,Orange
variants.variant.42.size,152
variants.variant.42.available,10-50
variants.variant.42.free_stock,23
variants.variant.42.incoming,0
variants.variant.42.mfstock,4104
variants.variant.42.outlet_discount_percent,
variants.variant.42.leaving,0
variants.variant.43.code,1033044164
variants.variant.43.recommended_retail_price,4.50
variants.variant.43.recommended_retail_price_brutto,5.65
variants.variant.43.wholesale_price,
variants.variant.43.discount,0.00
variants.variant.43.vat,25.50
variants.variant.43.currency,EUR
variants.variant.43.color,44
variants.variant.43.hexcolors.hexcolor,#f46c22
variants.variant.43.color_name,Orange
variants.variant.43.size,164
variants.variant.43.available,50-100
variants.variant.43.free_stock,58
variants.variant.43.incoming,0
variants.variant.43.mfstock,0
variants.variant.43.outlet_discount_percent,
variants.variant.43.leaving,0
variants.variant.44.code,1033051092
variants.variant.44.recommended_retail_price,4.50
variants.variant.44.recommended_retail_price_brutto,5.65
variants.variant.44.wholesale_price,
variants.variant.44.discount,0.00
variants.variant.44.vat,25.50
variants.variant.44.currency,EUR
variants.variant.44.color,51
variants.variant.44.hexcolors.hexcolor,#165ca4
variants.variant.44.color_name,Royal Blue
variants.variant.44.size,092
variants.variant.44.available,0
variants.variant.44.free_stock,0
variants.variant.44.incoming,0
variants.variant.44.mfstock,1728
variants.variant.44.outlet_discount_percent,
variants.variant.44.leaving,0
variants.variant.45.code,1033051098
variants.variant.45.recommended_retail_price,4.50
variants.variant.45.recommended_retail_price_brutto,5.65
variants.variant.45.wholesale_price,
variants.variant.45.discount,0.00
variants.variant.45.vat,25.50
variants.variant.45.currency,EUR
variants.variant.45.color,51
variants.variant.45.hexcolors.hexcolor,#165ca4
variants.variant.45.color_name,Royal Blue
variants.variant.45.size,098
variants.variant.45.available,0
variants.variant.45.free_stock,0
variants.variant.45.incoming,0
variants.variant.45.mfstock,5076
variants.variant.45.outlet_discount_percent,
variants.variant.45.leaving,0
variants.variant.46.code,1033051104
variants.variant.46.recommended_retail_price,4.50
variants.variant.46.recommended_retail_price_brutto,5.65
variants.variant.46.wholesale_price,
variants.variant.46.discount,0.00
variants.variant.46.vat,25.50
variants.variant.46.currency,EUR
variants.variant.46.color,51
variants.variant.46.hexcolors.hexcolor,#165ca4
variants.variant.46.color_name,Royal Blue
variants.variant.46.size,104
variants.variant.46.available,0
variants.variant.46.free_stock,0
variants.variant.46.incoming,0
variants.variant.46.mfstock,4644
variants.variant.46.outlet_discount_percent,
variants.variant.46.leaving,0
variants.variant.47.code,1033051116
variants.variant.47.recommended_retail_price,4.50
variants.variant.47.recommended_retail_price_brutto,5.65
variants.variant.47.wholesale_price,
variants.variant.47.discount,0.00
variants.variant.47.vat,25.50
variants.variant.47.currency,EUR
variants.variant.47.color,51
variants.variant.47.hexcolors.hexcolor,#165ca4
variants.variant.47.color_name,Royal Blue
variants.variant.47.size,116
variants.variant.47.available,> 100
variants.variant.47.free_stock,107
variants.variant.47.incoming,0
variants.variant.47.mfstock,1836
variants.variant.47.outlet_discount_percent,
variants.variant.47.leaving,0
variants.variant.48.code,1033051128
variants.variant.48.recommended_retail_price,4.50
variants.variant.48.recommended_retail_price_brutto,5.65
variants.variant.48.wholesale_price,
variants.variant.48.discount,0.00
variants.variant.48.vat,25.50
variants.variant.48.currency,EUR
variants.variant.48.color,51
variants.variant.48.hexcolors.hexcolor,#165ca4
variants.variant.48.color_name,Royal Blue
variants.variant.48.size,128
variants.variant.48.available,50-100
variants.variant.48.free_stock,72
variants.variant.48.incoming,0
variants.variant.48.mfstock,4752
variants.variant.48.outlet_discount_percent,
variants.variant.48.leaving,0
variants.variant.49.code,1033051140
variants.variant.49.recommended_retail_price,4.50
variants.variant.49.recommended_retail_price_brutto,5.65
variants.variant.49.wholesale_price,
variants.variant.49.discount,0.00
variants.variant.49.vat,25.50
variants.variant.49.currency,EUR
variants.variant.49.color,51
variants.variant.49.hexcolors.hexcolor,#165ca4
variants.variant.49.color_name,Royal Blue
variants.variant.49.size,140
variants.variant.49.available,10-50
variants.variant.49.free_stock,12
variants.variant.49.incoming,0
variants.variant.49.mfstock,1296
variants.variant.49.outlet_discount_percent,
variants.variant.49.leaving,0
variants.variant.50.code,1033051152
variants.variant.50.recommended_retail_price,4.50
variants.variant.50.recommended_retail_price_brutto,5.65
variants.variant.50.wholesale_price,
variants.variant.50.discount,0.00
variants.variant.50.vat,25.50
variants.variant.50.currency,EUR
variants.variant.50.color,51
variants.variant.50.hexcolors.hexcolor,#165ca4
variants.variant.50.color_name,Royal Blue
variants.variant.50.size,152
variants.variant.50.available,0
variants.variant.50.free_stock,0
variants.variant.50.incoming,0
variants.variant.50.mfstock,4104
variants.variant.50.outlet_discount_percent,
variants.variant.50.leaving,0
variants.variant.51.code,1033051164
variants.variant.51.recommended_retail_price,4.50
variants.variant.51.recommended_retail_price_brutto,5.65
variants.variant.51.wholesale_price,
variants.variant.51.discount,0.00
variants.variant.51.vat,25.50
variants.variant.51.currency,EUR
variants.variant.51.color,51
variants.variant.51.hexcolors.hexcolor,#165ca4
variants.variant.51.color_name,Royal Blue
variants.variant.51.size,164
variants.variant.51.available,50-100
variants.variant.51.free_stock,68
variants.variant.51.incoming,0
variants.variant.51.mfstock,0
variants.variant.51.outlet_discount_percent,
variants.variant.51.leaving,0
variants.variant.52.code,1033057104
variants.variant.52.recommended_retail_price,4.50
variants.variant.52.recommended_retail_price_brutto,5.65
variants.variant.52.wholesale_price,
variants.variant.52.discount,0.00
variants.variant.52.vat,25.50
variants.variant.52.currency,EUR
variants.variant.52.color,57
variants.variant.52.hexcolors.hexcolor,#e63875
variants.variant.52.color_name,Fuchsia
variants.variant.52.size,104
variants.variant.52.available,< 10
variants.variant.52.free_stock,2
variants.variant.52.incoming,0
variants.variant.52.mfstock,1080
variants.variant.52.outlet_discount_percent,
variants.variant.52.leaving,0
variants.variant.53.code,1033057116
variants.variant.53.recommended_retail_price,4.50
variants.variant.53.recommended_retail_price_brutto,5.65
variants.variant.53.wholesale_price,
variants.variant.53.discount,0.00
variants.variant.53.vat,25.50
variants.variant.53.currency,EUR
variants.variant.53.color,57
variants.variant.53.hexcolors.hexcolor,#e63875
variants.variant.53.color_name,Fuchsia
variants.variant.53.size,116
variants.variant.53.available,< 10
variants.variant.53.free_stock,8
variants.variant.53.incoming,0
variants.variant.53.mfstock,1188
variants.variant.53.outlet_discount_percent,
variants.variant.53.leaving,0
variants.variant.54.code,1033057128
variants.variant.54.recommended_retail_price,4.50
variants.variant.54.recommended_retail_price_brutto,5.65
variants.variant.54.wholesale_price,
variants.variant.54.discount,0.00
variants.variant.54.vat,25.50
variants.variant.54.currency,EUR
variants.variant.54.color,57
variants.variant.54.hexcolors.hexcolor,#e63875
variants.variant.54.color_name,Fuchsia
variants.variant.54.size,128
variants.variant.54.available,10-50
variants.variant.54.free_stock,23
variants.variant.54.incoming,0
variants.variant.54.mfstock,2052
variants.variant.54.outlet_discount_percent,
variants.variant.54.leaving,0
variants.variant.55.code,1033057140
variants.variant.55.recommended_retail_price,4.50
variants.variant.55.recommended_retail_price_brutto,5.65
variants.variant.55.wholesale_price,
variants.variant.55.discount,0.00
variants.variant.55.vat,25.50
variants.variant.55.currency,EUR
variants.variant.55.color,57
variants.variant.55.hexcolors.hexcolor,#e63875
variants.variant.55.color_name,Fuchsia
variants.variant.55.size,140
variants.variant.55.available,10-50
variants.variant.55.free_stock,28
variants.variant.55.incoming,0
variants.variant.55.mfstock,2484
variants.variant.55.outlet_discount_percent,
variants.variant.55.leaving,0
variants.variant.56.code,1033057152
variants.variant.56.recommended_retail_price,4.50
variants.variant.56.recommended_retail_price_brutto,5.65
variants.variant.56.wholesale_price,
variants.variant.56.discount,0.00
variants.variant.56.vat,25.50
variants.variant.56.currency,EUR
variants.variant.56.color,57
variants.variant.56.hexcolors.hexcolor,#e63875
variants.variant.56.color_name,Fuchsia
variants.variant.56.size,152
variants.variant.56.available,10-50
variants.variant.56.free_stock,29
variants.variant.56.incoming,0
variants.variant.56.mfstock,2484
variants.variant.56.outlet_discount_percent,
variants.variant.56.leaving,0
variants.variant.57.code,1033057164
variants.variant.57.recommended_retail_price,4.50
variants.variant.57.recommended_retail_price_brutto,5.65
variants.variant.57.wholesale_price,
variants.variant.57.discount,0.00
variants.variant.57.vat,25.50
variants.variant.57.currency,EUR
variants.variant.57.color,57
variants.variant.57.hexcolors.hexcolor,#e63875
variants.variant.57.color_name,Fuchsia
variants.variant.57.size,164
variants.variant.57.available,10-50
variants.variant.57.free_stock,46
variants.variant.57.incoming,0
variants.variant.57.mfstock,0
variants.variant.57.outlet_discount_percent,
variants.variant.57.leaving,0
variants.variant.58.code,1033094104
variants.variant.58.recommended_retail_price,4.50
variants.variant.58.recommended_retail_price_brutto,5.65
variants.variant.58.wholesale_price,
variants.variant.58.discount,0.00
variants.variant.58.vat,25.50
variants.variant.58.currency,EUR
variants.variant.58.color,94
variants.variant.58.hexcolors.hexcolor,#cbcfd2
variants.variant.58.color_name,Heather Grey
variants.variant.58.size,104
variants.variant.58.available,0
variants.variant.58.free_stock,0
variants.variant.58.incoming,0
variants.variant.58.mfstock,3132
variants.variant.58.outlet_discount_percent,
variants.variant.58.leaving,0
variants.variant.59.code,1033094116
variants.variant.59.recommended_retail_price,4.50
variants.variant.59.recommended_retail_price_brutto,5.65
variants.variant.59.wholesale_price,
variants.variant.59.discount,0.00
variants.variant.59.vat,25.50
variants.variant.59.currency,EUR
variants.variant.59.color,94
variants.variant.59.hexcolors.hexcolor,#cbcfd2
variants.variant.59.color_name,Heather Grey
variants.variant.59.size,116
variants.variant.59.available,> 100
variants.variant.59.free_stock,108
variants.variant.59.incoming,0
variants.variant.59.mfstock,2916
variants.variant.59.outlet_discount_percent,
variants.variant.59.leaving,0
variants.variant.60.code,1033094128
variants.variant.60.recommended_retail_price,4.50
variants.variant.60.recommended_retail_price_brutto,5.65
variants.variant.60.wholesale_price,
variants.variant.60.discount,0.00
variants.variant.60.vat,25.50
variants.variant.60.currency,EUR
variants.variant.60.color,94
variants.variant.60.hexcolors.hexcolor,#cbcfd2
variants.variant.60.color_name,Heather Grey
variants.variant.60.size,128
variants.variant.60.available,50-100
variants.variant.60.free_stock,71
variants.variant.60.incoming,0
variants.variant.60.mfstock,3132
variants.variant.60.outlet_discount_percent,
variants.variant.60.leaving,0
variants.variant.61.code,1033094140
variants.variant.61.recommended_retail_price,4.50
variants.variant.61.recommended_retail_price_brutto,5.65
variants.variant.61.wholesale_price,
variants.variant.61.discount,0.00
variants.variant.61.vat,25.50
variants.variant.61.currency,EUR
variants.variant.61.color,94
variants.variant.61.hexcolors.hexcolor,#cbcfd2
variants.variant.61.color_name,Heather Grey
variants.variant.61.size,140
variants.variant.61.available,10-50
variants.variant.61.free_stock,42
variants.variant.61.incoming,0
variants.variant.61.mfstock,2592
variants.variant.61.outlet_discount_percent,
variants.variant.61.leaving,0
variants.variant.62.code,1033094152
variants.variant.62.recommended_retail_price,4.50
variants.variant.62.recommended_retail_price_brutto,5.65
variants.variant.62.wholesale_price,
variants.variant.62.discount,0.00
variants.variant.62.vat,25.50
variants.variant.62.currency,EUR
variants.variant.62.color,94
variants.variant.62.hexcolors.hexcolor,#cbcfd2
variants.variant.62.color_name,Heather Grey
variants.variant.62.size,152
variants.variant.62.available,50-100
variants.variant.62.free_stock,70
variants.variant.62.incoming,0
variants.variant.62.mfstock,2808
variants.variant.62.outlet_discount_percent,
variants.variant.62.leaving,0
variants.variant.63.code,1033094164
variants.variant.63.recommended_retail_price,4.50
variants.variant.63.recommended_retail_price_brutto,5.65
variants.variant.63.wholesale_price,
variants.variant.63.discount,0.00
variants.variant.63.vat,25.50
variants.variant.63.currency,EUR
variants.variant.63.color,94
variants.variant.63.hexcolors.hexcolor,#cbcfd2
variants.variant.63.color_name,Heather Grey
variants.variant.63.size,164
variants.variant.63.available,10-50
variants.variant.63.free_stock,46
variants.variant.63.incoming,0
variants.variant.63.mfstock,1584
variants.variant.63.outlet_discount_percent,
variants.variant.63.leaving,0
variants.variant.64.code,10330AZ104
variants.variant.64.recommended_retail_price,4.50
variants.variant.64.recommended_retail_price_brutto,5.65
variants.variant.64.wholesale_price,
variants.variant.64.discount,0.00
variants.variant.64.vat,25.50
variants.variant.64.currency,EUR
variants.variant.64.color,AZ
variants.variant.64.hexcolors.hexcolor,#001439
variants.variant.64.color_name,Deep Navy
variants.variant.64.size,104
variants.variant.64.available,> 100
variants.variant.64.free_stock,108
variants.variant.64.incoming,0
variants.variant.64.mfstock,108
variants.variant.64.outlet_discount_percent,
variants.variant.64.leaving,0
variants.variant.65.code,10330AZ116
variants.variant.65.recommended_retail_price,4.50
variants.variant.65.recommended_retail_price_brutto,5.65
variants.variant.65.wholesale_price,
variants.variant.65.discount,0.00
variants.variant.65.vat,25.50
variants.variant.65.currency,EUR
variants.variant.65.color,AZ
variants.variant.65.hexcolors.hexcolor,#001439
variants.variant.65.color_name,Deep Navy
variants.variant.65.size,116
variants.variant.65.available,50-100
variants.variant.65.free_stock,65
variants.variant.65.incoming,0
variants.variant.65.mfstock,1296
variants.variant.65.outlet_discount_percent,
variants.variant.65.leaving,0
variants.variant.66.code,10330AZ128
variants.variant.66.recommended_retail_price,4.50
variants.variant.66.recommended_retail_price_brutto,5.65
variants.variant.66.wholesale_price,
variants.variant.66.discount,0.00
variants.variant.66.vat,25.50
variants.variant.66.currency,EUR
variants.variant.66.color,AZ
variants.variant.66.hexcolors.hexcolor,#001439
variants.variant.66.color_name,Deep Navy
variants.variant.66.size,128
variants.variant.66.available,50-100
variants.variant.66.free_stock,81
variants.variant.66.incoming,0
variants.variant.66.mfstock,2808
variants.variant.66.outlet_discount_percent,
variants.variant.66.leaving,0
variants.variant.67.code,10330AZ140
variants.variant.67.recommended_retail_price,4.50
variants.variant.67.recommended_retail_price_brutto,5.65
variants.variant.67.wholesale_price,
variants.variant.67.discount,0.00
variants.variant.67.vat,25.50
variants.variant.67.currency,EUR
variants.variant.67.color,AZ
variants.variant.67.hexcolors.hexcolor,#001439
variants.variant.67.color_name,Deep Navy
variants.variant.67.size,140
variants.variant.67.available,10-50
variants.variant.67.free_stock,49
variants.variant.67.incoming,0
variants.variant.67.mfstock,2916
variants.variant.67.outlet_discount_percent,
variants.variant.67.leaving,0
variants.variant.68.code,10330AZ152
variants.variant.68.recommended_retail_price,4.50
variants.variant.68.recommended_retail_price_brutto,5.65
variants.variant.68.wholesale_price,
variants.variant.68.discount,0.00
variants.variant.68.vat,25.50
variants.variant.68.currency,EUR
variants.variant.68.color,AZ
variants.variant.68.hexcolors.hexcolor,#001439
variants.variant.68.color_name,Deep Navy
variants.variant.68.size,152
variants.variant.68.available,10-50
variants.variant.68.free_stock,21
variants.variant.68.incoming,0
variants.variant.68.mfstock,2376
variants.variant.68.outlet_discount_percent,
variants.variant.68.leaving,0
variants.variant.69.code,10330AZ164
variants.variant.69.recommended_retail_price,4.50
variants.variant.69.recommended_retail_price_brutto,5.65
variants.variant.69.wholesale_price,
variants.variant.69.discount,0.00
variants.variant.69.vat,25.50
variants.variant.69.currency,EUR
variants.variant.69.color,AZ
variants.variant.69.hexcolors.hexcolor,#001439
variants.variant.69.color_name,Deep Navy
variants.variant.69.size,164
variants.variant.69.available,10-50
variants.variant.69.free_stock,16
variants.variant.69.incoming,0
variants.variant.69.mfstock,1656
variants.variant.69.outlet_discount_percent,
variants.variant.69.leaving,0
variants.variant.70.code,10330K2104
variants.variant.70.recommended_retail_price,4.50
variants.variant.70.recommended_retail_price_brutto,5.65
variants.variant.70.wholesale_price,
variants.variant.70.discount,0.00
variants.variant.70.vat,25.50
variants.variant.70.currency,EUR
variants.variant.70.color,K2
variants.variant.70.hexcolors.hexcolor,#fef200
variants.variant.70.color_name,Yellow
variants.variant.70.size,104
variants.variant.70.available,10-50
variants.variant.70.free_stock,27
variants.variant.70.incoming,0
variants.variant.70.mfstock,3240
variants.variant.70.outlet_discount_percent,
variants.variant.70.leaving,0
variants.variant.71.code,10330K2116
variants.variant.71.recommended_retail_price,4.50
variants.variant.71.recommended_retail_price_brutto,5.65
variants.variant.71.wholesale_price,
variants.variant.71.discount,0.00
variants.variant.71.vat,25.50
variants.variant.71.currency,EUR
variants.variant.71.color,K2
variants.variant.71.hexcolors.hexcolor,#fef200
variants.variant.71.color_name,Yellow
variants.variant.71.size,116
variants.variant.71.available,10-50
variants.variant.71.free_stock,12
variants.variant.71.incoming,0
variants.variant.71.mfstock,0
variants.variant.71.outlet_discount_percent,
variants.variant.71.leaving,0
variants.variant.72.code,10330K2128
variants.variant.72.recommended_retail_price,4.50
variants.variant.72.recommended_retail_price_brutto,5.65
variants.variant.72.wholesale_price,
variants.variant.72.discount,0.00
variants.variant.72.vat,25.50
variants.variant.72.currency,EUR
variants.variant.72.color,K2
variants.variant.72.hexcolors.hexcolor,#fef200
variants.variant.72.color_name,Yellow
variants.variant.72.size,128
variants.variant.72.available,> 100
variants.variant.72.free_stock,110
variants.variant.72.incoming,0
variants.variant.72.mfstock,4212
variants.variant.72.outlet_discount_percent,
variants.variant.72.leaving,0
variants.variant.73.code,10330K2140
variants.variant.73.recommended_retail_price,4.50
variants.variant.73.recommended_retail_price_brutto,5.65
variants.variant.73.wholesale_price,
variants.variant.73.discount,0.00
variants.variant.73.vat,25.50
variants.variant.73.currency,EUR
variants.variant.73.color,K2
variants.variant.73.hexcolors.hexcolor,#fef200
variants.variant.73.color_name,Yellow
variants.variant.73.size,140
variants.variant.73.available,50-100
variants.variant.73.free_stock,63
variants.variant.73.incoming,0
variants.variant.73.mfstock,6588
variants.variant.73.outlet_discount_percent,
variants.variant.73.leaving,0
variants.variant.74.code,10330K2152
variants.variant.74.recommended_retail_price,4.50
variants.variant.74.recommended_retail_price_brutto,5.65
variants.variant.74.wholesale_price,
variants.variant.74.discount,0.00
variants.variant.74.vat,25.50
variants.variant.74.currency,EUR
variants.variant.74.color,K2
variants.variant.74.hexcolors.hexcolor,#fef200
variants.variant.74.color_name,Yellow
variants.variant.74.size,152
variants.variant.74.available,50-100
variants.variant.74.free_stock,87
variants.variant.74.incoming,0
variants.variant.74.mfstock,3564
variants.variant.74.outlet_discount_percent,
variants.variant.74.leaving,0
variants.variant.75.code,10330K2164
variants.variant.75.recommended_retail_price,4.50
variants.variant.75.recommended_retail_price_brutto,5.65
variants.variant.75.wholesale_price,
variants.variant.75.discount,0.00
variants.variant.75.vat,25.50
variants.variant.75.currency,EUR
variants.variant.75.color,K2
variants.variant.75.hexcolors.hexcolor,#fef200
variants.variant.75.color_name,Yellow
variants.variant.75.size,164
variants.variant.75.available,50-100
variants.variant.75.free_stock,61
variants.variant.75.incoming,0
variants.variant.75.mfstock,1008
variants.variant.75.outlet_discount_percent,
variants.variant.75.leaving,0
variants.variant.76.code,10330ZU104
variants.variant.76.recommended_retail_price,4.50
variants.variant.76.recommended_retail_price_brutto,5.65
variants.variant.76.wholesale_price,
variants.variant.76.discount,0.00
variants.variant.76.vat,25.50
variants.variant.76.currency,EUR
variants.variant.76.color,ZU
variants.variant.76.hexcolors.hexcolor,#0095C8
variants.variant.76.color_name,Azure Blue
variants.variant.76.size,104
variants.variant.76.available,> 100
variants.variant.76.free_stock,471
variants.variant.76.incoming,0
variants.variant.76.mfstock,2268
variants.variant.76.outlet_discount_percent,
variants.variant.76.leaving,0
variants.variant.77.code,10330ZU116
variants.variant.77.recommended_retail_price,4.50
variants.variant.77.recommended_retail_price_brutto,5.65
variants.variant.77.wholesale_price,
variants.variant.77.discount,0.00
variants.variant.77.vat,25.50
variants.variant.77.currency,EUR
variants.variant.77.color,ZU
variants.variant.77.hexcolors.hexcolor,#0095C8
variants.variant.77.color_name,Azure Blue
variants.variant.77.size,116
variants.variant.77.available,50-100
variants.variant.77.free_stock,72
variants.variant.77.incoming,0
variants.variant.77.mfstock,864
variants.variant.77.outlet_discount_percent,
variants.variant.77.leaving,0
variants.variant.78.code,10330ZU128
variants.variant.78.recommended_retail_price,4.50
variants.variant.78.recommended_retail_price_brutto,5.65
variants.variant.78.wholesale_price,
variants.variant.78.discount,0.00
variants.variant.78.vat,25.50
variants.variant.78.currency,EUR
variants.variant.78.color,ZU
variants.variant.78.hexcolors.hexcolor,#0095C8
variants.variant.78.color_name,Azure Blue
variants.variant.78.size,128
variants.variant.78.available,10-50
variants.variant.78.free_stock,17
variants.variant.78.incoming,0
variants.variant.78.mfstock,5832
variants.variant.78.outlet_discount_percent,
variants.variant.78.leaving,0
variants.variant.79.code,10330ZU140
variants.variant.79.recommended_retail_price,4.50
variants.variant.79.recommended_retail_price_brutto,5.65
variants.variant.79.wholesale_price,
variants.variant.79.discount,0.00
variants.variant.79.vat,25.50
variants.variant.79.currency,EUR
variants.variant.79.color,ZU
variants.variant.79.hexcolors.hexcolor,#0095C8
variants.variant.79.color_name,Azure Blue
variants.variant.79.size,140
variants.variant.79.available,< 10
variants.variant.79.free_stock,9
variants.variant.79.incoming,0
variants.variant.79.mfstock,6912
variants.variant.79.outlet_discount_percent,
variants.variant.79.leaving,0
variants.variant.80.code,10330ZU152
variants.variant.80.recommended_retail_price,4.50
variants.variant.80.recommended_retail_price_brutto,5.65
variants.variant.80.wholesale_price,
variants.variant.80.discount,0.00
variants.variant.80.vat,25.50
variants.variant.80.currency,EUR
variants.variant.80.color,ZU
variants.variant.80.hexcolors.hexcolor,#0095C8
variants.variant.80.color_name,Azure Blue
variants.variant.80.size,152
variants.variant.80.available,50-100
variants.variant.80.free_stock,67
variants.variant.80.incoming,0
variants.variant.80.mfstock,1296
variants.variant.80.outlet_discount_percent,
variants.variant.80.leaving,0
variants.variant.81.code,10330ZU164
variants.variant.81.recommended_retail_price,4.50
variants.variant.81.recommended_retail_price_brutto,5.65
variants.variant.81.wholesale_price,
variants.variant.81.discount,0.00
variants.variant.81.vat,25.50
variants.variant.81.currency,EUR
variants.variant.81.color,ZU
variants.variant.81.hexcolors.hexcolor,#0095C8
variants.variant.81.color_name,Azure Blue
variants.variant.81.size,164
variants.variant.81.available,10-50
variants.variant.81.free_stock,25
variants.variant.81.incoming,0
variants.variant.81.mfstock,1152
variants.variant.81.outlet_discount_percent,
variants.variant.81.leaving,0
logoeditor_url,https://www.skyprotextiles.com/products/productsmarker/10330-kids-valueweight-t
